TicketNumber,Client,Staff,Source,Title,Resolution,HelpTopic,DataOn,ClosedDate,ModifiedDate,KYC,Date Opened,Closed Date,Modified Date,ResolutionDurationMins,DayOfWeekOpened,TimeOfDayOpened,Ticket Age,Resolution Summary,Sentiment,Sentiment Score,HelpTopicCount,DayOfWeekNum
IT498019,User,ITSupport,Email,Ticket Marked Overdue,Ticket flagged as overdue by the system.,Accessories,18-12-2017 12:26,22-12-2017 10:26,22-12-2017 00:00,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-22 00:00:00,5640.0,Monday,12.0,5640.0,Ticket flagged as overdue by the system .,NEGATIVE,0.8958033323287964,122,1
IT498019,User,ITSupport,Email,,************ Â This is auto generated mail. Don't reply this mail ***************************<br /><br />Please be aware that ticket #Â IT498019 has been resolved and closed. <br />Please let the IT Support team know if you have any further questions or issues.<br /><br />*********************************************************************************************,Accessories,18-12-2017 12:26,22-12-2017 10:26,22-12-2017 10:26,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-22 10:26:00,5640.0,Monday,12.0,5640.0,ticket # IT498019 has been resolved and closed .,,,122,1
IT109649,User,ITSupport,Email,Ticket Assigned to N V R S Surya Narayana Garlapati,please do the needful.,Access Requests,2016-06-06 18:04:00,2016-07-06 11:47:00,2016-06-06 18:53:00,N,2016-06-06 18:04:00,2016-07-06 11:47:00,2016-06-06 18:53:00,42823.0,Monday,18.0,42823.0,please do the needful . please don't worry if you have any questions .,NEGATIVE,0.9580433964729309,243,1
IT109649,User,ITSupport,Email,Ticket Marked Overdue,Ticket flagged as overdue by the system.,Access Requests,2016-06-06 18:04:00,2016-07-06 11:47:00,2016-07-06 02:04:00,N,2016-06-06 18:04:00,2016-07-06 11:47:00,2016-07-06 02:04:00,42823.0,Monday,18.0,42823.0,Ticket flagged as overdue by the system .,NEGATIVE,0.8958033323287964,243,1
IT487843,User,ITSupport,Email,,"Hi Ravi Reddy,<br /><br />Will you please come down to IT Desk,Kalajyothi.We will do needful on your request.<br /><br />Regards<br />A.Shijil Kumar<br />IT Team<br /><br />",Access Requests,28-11-2016 12:05,28-11-2016 18:36,28-11-2016 12:53,N,2016-11-28 12:05:00,2016-11-28 18:36:00,2016-11-28 12:53:00,391.0,Monday,12.0,391.0,we will do needful on your request . br />Regards / a.Shijil KumarBr .,,,243,1
IT498019,User,ITSupport,Email,Status Changed,Status changed from Pending to Closed by Pavan Kumar Thukuntla,Accessories,18-12-2017 12:26,22-12-2017 10:26,22-12-2017 10:26,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-22 10:26:00,5640.0,Monday,12.0,5640.0,Status changed from Pending to Closed by Pavan Kumar Thukuntla .,POSITIVE,0.9965285658836365,122,1
IT498019,User,ITSupport,Email,,"Hi Vamshi,<br /><br />Please check with the your team and collect the ACT chargerÂ devices.<br /><br />Regards,<br />Pavan.",Accessories,18-12-2017 12:26,22-12-2017 10:26,21-12-2017 10:15,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-21 10:15:00,5640.0,Monday,12.0,5640.0,"Hi Vamshi,br />Br/>Please check with the your team and collect the ACT charger devices .",,,122,1
IT487843,User,ITSupport,Email,,"Hello Ravi Reddy,<br /><br />Your issue had been resolved.Hence the ticket marked as closed.<br /><br />Regards<br />IT Team",Access Requests,28-11-2016 12:05,28-11-2016 18:36,28-11-2016 18:36,N,2016-11-28 12:05:00,2016-11-28 18:36:00,2016-11-28 18:36:00,391.0,Monday,12.0,391.0,"Ravi Reddy's ticket marked as closed . 'your issue had been resolved', says reddy.",,,243,1
IT636633,User,ITSupport,Email,Unable to connect to internet using wifi network inn009,"inn009 is removed, connect to inn001",Access Requests,29-02-2016 17:04,29-02-2016 17:58,29-02-2016 17:04,YYY,2016-02-29 17:04:00,2016-02-29 17:58:00,2016-02-29 17:04:00,54.0,Monday,17.0,54.0,"inn009 is removed, connect to inn001 .",NEGATIVE,0.999568521976471,243,1
IT803767,User,ITSupport,Email,Ticket Assigned to Kishore Babu Ganesana,Ticket claimed by Kishore Babu Ganesana,Access Requests,24-10-2016 17:55,24-10-2016 18:07,24-10-2016 17:57,N,2016-10-24 17:55:00,2016-10-24 18:07:00,2016-10-24 17:57:00,12.0,Monday,17.0,12.0,Ticket claimed by Kishore Babu Ganesana .,NEGATIVE,0.5983573198318481,243,1
IT285815,User,ITSupport,Email,,"Hello Silpa,<br /><br />We reset your password,please let us know if you still facing same issue.<br /><br />Hence ticket marked as Closed.<br /><br />Thanks &amp; Regads<br />A.Shijil Kumar",Access Requests,24-10-2016 16:03,24-10-2016 17:07,24-10-2016 17:07,N,2016-10-24 16:03:00,2016-10-24 17:07:00,2016-10-24 17:07:00,64.0,Monday,16.0,64.0,ticket marked as Closed.br />Br/>Thanks &amp; Regads .A.Shijil Kumar .,,,243,1
IT285815,User,ITSupport,Email,,"Hello Silpa,<br /><br />We will look into your request soon.<br /><br /><strong>Thanks &amp; Regards<br />A.Shijil Kumar</strong><br />",Access Requests,24-10-2016 16:03,24-10-2016 17:07,24-10-2016 16:10,N,2016-10-24 16:03:00,2016-10-24 17:07:00,2016-10-24 16:10:00,64.0,Monday,16.0,64.0,"Hello Silpa,br />strong>Thanks &amp; Regards . A.Shijil Kumar .",,,243,1
IT116795,User,ITSupport,Email,My Space QA application is down,We regret for the inconvinience caused. The issue is with Host server which got rebooted due to a power failure.,Data Center Services /Report VM issue,2015-12-14 12:24:11,2015-12-14 14:57:58,2015-12-14 12:24:11,YY,2015-12-14 12:24:11,2015-12-14 14:57:58,2015-12-14 12:24:11,153.78333333333333,Monday,12.0,153.78333333333333,the issue is with Host server which got rebooted due to a power failure.,NEGATIVE,0.9997832179069519,2,1
IT243345,User,ITSupport,Web,Login Page not opening,Login server was down. It is up now. Please check.,Access Requests,2015-10-12 17:46:00,2015-11-12 12:26:00,2015-10-12 17:46:00,YYY,2015-10-12 17:46:00,2015-11-12 12:26:00,2015-10-12 17:46:00,44320.0,Monday,17.0,44320.0,login server was down. It is up now. Please check .,NEGATIVE,0.9989514350891113,243,1
IT243107,User,ITSupport,Email,USB Enabling,"As you requested, we have enabled USB access on your laptop. Please check and confirm it.",Access Requests,2015-10-12 17:46:00,2015-11-12 12:26:00,2015-10-12 17:46:00,YYY,2015-10-12 17:46:00,2015-11-12 12:26:00,2015-10-12 17:46:00,44320.0,Monday,17.0,44320.0,"as you requested, we have enabled USB access on your laptop . please check and confirm it.",POSITIVE,0.9949997663497925,243,1
IT498019,User,ITSupport,Email,,"Received From: Pradeep Chakravarti Gudipati &lt;pgudipati@abc.com&gt;<br /><br /><div> <p class=MsoNormal""><span>Approved</span></p> <p class=""MsoNormal""><span><p>Â </p></span></p> <div> <div style=""border:none;border-bottom:solid windowtext 1.0pt;padding:0in 0in 1.0pt 0in""> <p class=""MsoNormal"" style=""border:none;padding:0in""><span lang=""EN-GB"" style=""color:black""><p>Â </p></span></p> </div> <p class=""MsoNormal""><span lang=""EN-GB"" style=""color:black"">Pradeep Gudipati</span></p> <p class=""MsoNormal""><span lang=""EN-GB"" style=""color:black"">Technical Manager</span></p> <p class=""MsoNormal""><span lang=""EN-GB"" style=""color:black"">M: Â +917093750123.Â &amp; O: +914046126388</span></p> <p class=""MsoNormal""><span lang=""EN-GB"" style=""font-size:12.0pt;font-family:'Times New Roman'",Accessories,18-12-2017 12:26,22-12-2017 10:26,18-12-2017 20:24,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-18 20:24:00,5640.0,Monday,12.0,5640.0,"span lang=""EN-GB"" style=""color:black"">Pradeep Gudipati /span>/p>div> p class=""MsoNormal"">",,,122,1
IT263796,User,ITSupport,Email,,Given access to the pavani's system to Pavan,Access Requests,2016-10-03 18:01:00,2016-10-03 18:34:00,2016-10-03 18:34:00,N,2016-10-03 18:01:00,2016-10-03 18:34:00,2016-10-03 18:34:00,33.0,Monday,18.0,33.0,"given access to pavani's system to Pavan, pavani has access to the system .",,,243,1
IT630547,User,ITSupport,Email,,We have given a new mac mini with 6gb.,Accessories,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-05-02 19:45:00,N,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-05-02 19:45:00,0.0,Monday,12.0,-130629.0,we have given a new mac mini with 6gb .,,,122,1
IT498019,User,ITSupport,Email,Collaborators added by end user,Pradeep Gudipati &lt;pgudipati@abc.com&gt; via Email (cc),Accessories,18-12-2017 12:26,22-12-2017 10:26,18-12-2017 12:26,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-18 12:26:00,5640.0,Monday,12.0,5640.0,Pradeep Gudipati &lt;pgudipati via email via ccc .,POSITIVE,0.9921356439590454,122,1
IT498019,User,ITSupport,Email,Ticket Assigned to Pavan Kumar Thukuntla,Ticket claimed by Pavan Kumar Thukuntla,Accessories,18-12-2017 12:26,22-12-2017 10:26,18-12-2017 12:33,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-18 12:33:00,5640.0,Monday,12.0,5640.0,Ticket claimed by paan Kumar Thukuntla .,NEGATIVE,0.7629575133323669,122,1
IT498019,User,ITSupport,Email,,"<div dir=ltr"" style=""font-size:12pt;color:rgb(0",Accessories,18-12-2017 12:26,22-12-2017 10:26,18-12-2017 19:48,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-18 19:48:00,5640.0,Monday,12.0,5640.0,"style=""font-size:12pt;color:rgb(0)"" style=""stuff-size"": 12pt .",,,122,1
IT498019,User,ITSupport,Email,,<div style=font-size:12pt;color:#000000;font-family:Calibri,Accessories,18-12-2017 12:26,22-12-2017 10:26,18-12-2017 20:22,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-18 20:22:00,5640.0,Monday,12.0,5640.0,div style=font-size:12pt;color:#000000;fontfamily:Calibri .,,,122,1
IT630547,User,ITSupport,Email,Status Changed,Status changed from Open to Resolved by Shashi Kumar Raju Hasthi,Accessories,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-05-02 19:45:00,N,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-05-02 19:45:00,0.0,Monday,12.0,-130629.0,Status changed from Open to Resolved by Shashi Kumar Raju Hasthi .,POSITIVE,0.9965285658836365,122,1
IT498019,User,ITSupport,Email,Collaborators added by end user,Pavan Thukuntla &lt;pthukuntla@abc.com&gt; via Email (to),Accessories,18-12-2017 12:26,22-12-2017 10:26,18-12-2017 20:22,N,2017-12-18 12:26:00,2017-12-22 10:26:00,2017-12-18 20:22:00,5640.0,Monday,12.0,5640.0,paan Thukuntla via email via email .,POSITIVE,0.9921356439590454,122,1
IT487843,User,ITSupport,Email,Collaborators added by end user,Pradeep Gudipati &lt;pgudipati@abc.com&gt; via Email (cc)<br />Sreedhar Tadavarthy &lt;stadavarthy@abc.com&gt; via Email (cc),Access Requests,28-11-2016 12:05,28-11-2016 18:36,28-11-2016 12:05,N,2016-11-28 12:05:00,2016-11-28 18:36:00,2016-11-28 12:05:00,391.0,Monday,12.0,391.0,Pradeep Gudipati &lt;pgudipati@abc.com&gt; via email (cc)br/>Sreedhar Tadavarthy .,POSITIVE,0.9921356439590454,243,1
IT487843,User,ITSupport,Email,,"Hello Ravi Reddy,<br /><br />Could you please sign out from ticket.abc.com and again login with same credentials.<br /><br />If you still facing a same issue please let us know.<br /><br />Regards<br />A.Shijil kumar<br />IT Team",Access Requests,28-11-2016 12:05,28-11-2016 18:36,28-11-2016 12:37,N,2016-11-28 12:05:00,2016-11-28 18:36:00,2016-11-28 12:37:00,391.0,Monday,12.0,391.0,if you still facing a same issue please let us know .,,,243,1
IT487843,User,ITSupport,Email,Status Changed,Status changed from Open to Pending by Shijil Kumar Aynoli,Access Requests,28-11-2016 12:05,28-11-2016 18:36,28-11-2016 12:37,N,2016-11-28 12:05:00,2016-11-28 18:36:00,2016-11-28 12:37:00,391.0,Monday,12.0,391.0,status changed from Open to Pending by Shijil Kumar Aynoli . Status changed from Pending to Open .,POSITIVE,0.9965285658836365,243,1
IT630547,User,ITSupport,Email,Ticket Marked Overdue,Ticket flagged as overdue by the system.,Accessories,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-10-01 00:54:00,N,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-10-01 00:54:00,0.0,Monday,12.0,-130629.0,Ticket flagged as overdue by the system .,NEGATIVE,0.8958033323287964,122,1
IT630547,User,ITSupport,Email,Ticket Updated,Updated helptopic,Accessories,2016-08-01 12:54:00,2016-05-02 19:45:00,19-01-2016 14:34,N,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-01-19 14:34:00,0.0,Monday,12.0,-130629.0,updated helptopic helptopic . helptopic updated .,POSITIVE,0.987381637096405,122,1
IT630547,User,ITSupport,Email,Ticket Assigned to Shashi Kumar Raju Hasthi,Please Update the ticket,Accessories,2016-08-01 12:54:00,2016-05-02 19:45:00,19-01-2016 14:35,N,2016-08-01 12:54:00,2016-05-02 19:45:00,2016-01-19 14:35:00,0.0,Monday,12.0,-130629.0,please update the ticket ticket . click here for more information.,NEGATIVE,0.9295473694801331,122,1
IT391809,User,ITSupport,Email,Collaborators added by end user,Sunil Devarapalli &lt;sdevarapalli@abc.com&gt; via Email (cc),Access Requests,23-02-2016 15:48,23-02-2016 16:26,23-02-2016 15:48,N,2016-02-23 15:48:00,2016-02-23 16:26:00,2016-02-23 15:48:00,38.0,Tuesday,15.0,38.0,Sunil Devarapalli &lt;sdevarapalli@abc.com&gt; via email .,POSITIVE,0.9921356439590454,243,2
IT198749,User,ITSupport,Email,Ticket Assigned to Shashi Kumar Raju Hasthi,Ticket claimed by Shashi Kumar Raju Hasthi,Access Requests,23-02-2016 11:38,23-02-2016 12:21,23-02-2016 12:19,N,2016-02-23 11:38:00,2016-02-23 12:21:00,2016-02-23 12:19:00,43.0,Tuesday,11.0,43.0,Ticket claimed by Shashi Kumar Raju Hasthi .,NEGATIVE,0.9295473694801331,243,2
IT198749,User,ITSupport,Email,Collaborators added by end user,Bhasker Kottapally &lt;bkottapally@abc.com&gt; via Email (cc)<br />Tirumala Thummu &lt;dtirumala@abc.com&gt; via Email (cc)<br />Amarender Bireddy &lt;abireddy@abc.com&gt; via Email (cc),Access Requests,23-02-2016 11:38,23-02-2016 12:21,23-02-2016 11:38,N,2016-02-23 11:38:00,2016-02-23 12:21:00,2016-02-23 11:38:00,43.0,Tuesday,11.0,43.0,Bhasker Kottapally &lt;bkottapally@abc.com&gt . via email (cc)br/>Tirumala Thummu .,POSITIVE,0.9921356439590454,243,2
IT122303,User,ITSupport,Email,"Unable to install outlook, it is asking for admin access needed",Granted admin privileges to install It will get revoked in 24hrs.,Access Requests,19-01-2016 13:14,19-01-2016 17:30,19-01-2016 13:14,YYY,2016-01-19 13:14:00,2016-01-19 17:30:00,2016-01-19 13:14:00,256.0,Tuesday,13.0,256.0,admin privileges will get revoked in 24hrs .,NEGATIVE,0.9994039535522461,243,2
IT391809,User,ITSupport,Email,,"Hello Naresh,<br /><br />Admin rights given to Sunil. Marking the ticket resolved.<br /><br />Thanks,<br />Sandeepreddy.",Access Requests,23-02-2016 15:48,23-02-2016 16:26,23-02-2016 16:26,N,2016-02-23 15:48:00,2016-02-23 16:26:00,2016-02-23 16:26:00,38.0,Tuesday,15.0,38.0,"Hello Naresh,br /> Admin rights given to Sunil . Marking the ticket resolved .",,,243,2
IT391809,User,ITSupport,Email,Ticket Assigned to Sandeep Reddy Jakkidi,Ticket claimed by Sandeep Reddy Jakkidi,Access Requests,23-02-2016 15:48,23-02-2016 16:26,23-02-2016 16:17,N,2016-02-23 15:48:00,2016-02-23 16:26:00,2016-02-23 16:17:00,38.0,Tuesday,15.0,38.0,Ticket claimed by Sandeep Reddy Jakkidi .,NEGATIVE,0.8438225388526917,243,2
IT1058764,User,ITSupport,Email,Account locked. Not able to login,Unlocked the account and new password is sent to your email id.,Access Requests,15-12-2015 18:12,15-12-2015 20:53,15-12-2015 18:12,YYY,2015-12-15 18:12:00,2015-12-15 20:53:00,2015-12-15 18:12:00,161.0,Tuesday,18.0,161.0,unlocked the account and new password is sent to your email id.,NEGATIVE,0.9992098808288574,243,2
